ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
9270,0.596,0.0,0.012,0.288,0.104
9271,0.976,0.0,0.008,0.008,0.008
9272,0.0,0.0,0.172,0.0,0.828
9273,0.0,0.0,0.008,0.0,0.992
9274,0.864,0.0,0.0,0.048,0.088
9275,0.552,0.0,0.024,0.224,0.2
9276,0.972,0.004,0.0,0.02,0.004
9277,0.296,0.02,0.084,0.456,0.144
9278,0.808,0.0,0.008,0.104,0.08
9279,0.424,0.0,0.076,0.196,0.304
9280,0.684,0.004,0.008,0.232,0.072
9281,0.748,0.0,0.0,0.0,0.252
9282,0.296,0.0,0.04,0.388,0.276
9283,0.72,0.008,0.016,0.032,0.224
9284,0.244,0.004,0.068,0.356,0.328
9285,0.452,0.036,0.012,0.196,0.304
9286,0.112,0.0,0.056,0.272,0.56
9287,0.832,0.004,0.02,0.024,0.12
9288,0.32,0.0,0.048,0.5,0.132
9289,0.024,0.076,0.072,0.044,0.784
9290,0.332,0.0,0.02,0.456,0.192
9291,0.272,0.0,0.164,0.38,0.184
9292,0.196,0.0,0.092,0.488,0.224
9293,0.772,0.0,0.012,0.1,0.116
9294,0.26,0.0,0.056,0.364,0.32
9295,0.752,0.0,0.02,0.032,0.196
9296,0.868,0.004,0.028,0.008,0.092
9297,0.004,0.08,0.072,0.0,0.844
9298,0.572,0.0,0.008,0.144,0.276
9299,0.076,0.008,0.42,0.036,0.46
9300,0.004,0.0,0.172,0.012,0.812
9301,0.808,0.0,0.016,0.052,0.124
9302,0.244,0.0,0.076,0.496,0.184
9303,0.336,0.0,0.024,0.048,0.592
9304,0.652,0.0,0.004,0.192,0.152
9305,0.088,0.0,0.092,0.048,0.772
9306,0.004,0.0,0.004,0.0,0.992
9307,0.776,0.0,0.0,0.152,0.072
9308,0.596,0.0,0.012,0.336,0.056
9309,0.464,0.0,0.052,0.248,0.236
9310,0.0,0.004,0.008,0.0,0.988
9311,0.492,0.0,0.004,0.128,0.376
9312,0.368,0.048,0.072,0.0,0.512
9313,0.024,0.0,0.304,0.056,0.616
9314,0.42,0.0,0.008,0.5,0.072
9315,0.644,0.0,0.004,0.312,0.04
9316,0.636,0.012,0.104,0.0,0.248
9317,0.3,0.0,0.032,0.62,0.048
9318,0.008,0.004,0.016,0.0,0.972
9319,0.492,0.0,0.004,0.016,0.488
9320,0.916,0.0,0.036,0.012,0.036
9321,0.54,0.0,0.0,0.348,0.112
9322,0.312,0.0,0.028,0.596,0.064
9323,0.436,0.0,0.068,0.364,0.132
9324,0.096,0.024,0.028,0.224,0.628
9325,0.86,0.0,0.004,0.04,0.096
9326,0.244,0.0,0.0,0.612,0.144
9327,0.38,0.0,0.02,0.172,0.428
9328,0.572,0.0,0.028,0.22,0.18
9329,0.528,0.0,0.012,0.236,0.224
9330,0.66,0.0,0.056,0.212,0.072
9331,0.328,0.0,0.008,0.208,0.456
9332,0.012,0.0,0.008,0.016,0.964
9333,0.0,0.008,0.168,0.004,0.82
9334,0.472,0.004,0.212,0.088,0.224
9335,0.476,0.0,0.036,0.136,0.352
9336,0.556,0.004,0.016,0.344,0.08
9337,0.432,0.0,0.012,0.284,0.272
9338,0.88,0.0,0.0,0.016,0.104
9339,0.124,0.02,0.096,0.076,0.684
9340,0.5,0.004,0.044,0.276,0.176
9341,0.2,0.008,0.12,0.448,0.224
9342,0.616,0.0,0.016,0.248,0.12
9343,0.852,0.0,0.012,0.024,0.112
9344,0.364,0.0,0.064,0.412,0.16
9345,0.844,0.0,0.004,0.088,0.064
9346,0.028,0.128,0.0,0.0,0.844
9347,0.508,0.0,0.028,0.34,0.124
9348,0.02,0.0,0.02,0.0,0.96
9349,0.304,0.0,0.064,0.46,0.172
9350,0.032,0.008,0.052,0.028,0.88
9351,0.432,0.0,0.012,0.232,0.324
9352,0.2,0.016,0.016,0.012,0.756
9353,0.852,0.0,0.004,0.08,0.064
9354,0.332,0.004,0.02,0.58,0.064
9355,0.896,0.0,0.0,0.048,0.056
9356,0.128,0.056,0.056,0.184,0.576
9357,0.212,0.004,0.056,0.164,0.564
9358,0.58,0.0,0.012,0.216,0.192
9359,0.032,0.016,0.448,0.032,0.472
9360,0.008,0.0,0.028,0.0,0.964
9361,0.008,0.0,0.32,0.056,0.616
9362,0.4,0.0,0.04,0.304,0.256
9363,0.34,0.028,0.088,0.028,0.516
9364,0.8,0.0,0.008,0.02,0.172
9365,0.376,0.0,0.124,0.344,0.156
9366,0.388,0.0,0.048,0.316,0.248
9367,0.108,0.012,0.196,0.02,0.664
9368,0.592,0.004,0.032,0.172,0.2
9369,0.56,0.0,0.036,0.264,0.14
9370,0.024,0.02,0.436,0.052,0.468
9371,0.112,0.0,0.096,0.332,0.46
9372,0.008,0.044,0.38,0.024,0.544
9373,0.916,0.0,0.008,0.004,0.072
9374,0.0,0.004,0.02,0.0,0.976
9375,0.524,0.004,0.016,0.328,0.128
9376,0.388,0.0,0.1,0.284,0.228
9377,0.488,0.0,0.02,0.168,0.324
9378,0.04,0.0,0.296,0.292,0.372
9379,0.604,0.004,0.004,0.016,0.372
9380,0.548,0.0,0.012,0.212,0.228
9381,0.032,0.008,0.04,0.0,0.92
9382,0.604,0.0,0.02,0.312,0.064
9383,0.056,0.004,0.12,0.412,0.408
9384,0.86,0.0,0.008,0.02,0.112
9385,0.432,0.0,0.044,0.228,0.296
9386,0.468,0.0,0.02,0.404,0.108
9387,0.876,0.004,0.056,0.012,0.052
9388,0.692,0.012,0.12,0.028,0.148
9389,0.032,0.004,0.604,0.036,0.324
9390,0.38,0.0,0.024,0.312,0.284
9391,0.628,0.0,0.004,0.172,0.196
9392,0.056,0.008,0.0,0.012,0.924
9393,0.392,0.0,0.14,0.308,0.16
9394,0.0,0.0,0.04,0.0,0.96
9395,0.232,0.004,0.016,0.092,0.656
9396,0.072,0.0,0.14,0.456,0.332
9397,0.864,0.0,0.0,0.084,0.052
9398,0.536,0.008,0.0,0.044,0.412
9399,0.416,0.0,0.0,0.148,0.436
9400,0.832,0.0,0.016,0.044,0.108
9401,0.008,0.0,0.008,0.004,0.98
9402,0.356,0.004,0.008,0.368,0.264
9403,0.468,0.0,0.016,0.4,0.116
9404,0.624,0.0,0.072,0.144,0.16
9405,0.848,0.0,0.004,0.008,0.14
9406,0.716,0.0,0.0,0.132,0.152
9407,0.368,0.004,0.052,0.208,0.368
9408,0.488,0.0,0.012,0.38,0.12
9409,0.776,0.0,0.0,0.028,0.196
9410,0.3,0.008,0.028,0.576,0.088
9411,0.0,0.004,0.028,0.0,0.968
9412,0.692,0.008,0.052,0.032,0.216
9413,0.36,0.0,0.068,0.38,0.192
9414,0.896,0.0,0.004,0.04,0.06
9415,0.008,0.0,0.0,0.008,0.984
9416,0.164,0.004,0.072,0.308,0.452
9417,0.236,0.0,0.016,0.548,0.2
9418,0.916,0.0,0.0,0.004,0.08
9419,0.652,0.008,0.008,0.244,0.088
9420,0.732,0.004,0.016,0.132,0.116
9421,0.704,0.0,0.012,0.144,0.14
9422,0.12,0.004,0.18,0.272,0.424
9423,0.408,0.0,0.028,0.432,0.132
9424,0.24,0.004,0.008,0.228,0.52
9425,0.012,0.052,0.02,0.0,0.916
9426,0.312,0.0,0.096,0.372,0.22
9427,0.8,0.0,0.004,0.036,0.16
9428,0.1,0.0,0.088,0.36,0.452
9429,0.0,0.064,0.144,0.0,0.792
9430,0.676,0.0,0.024,0.148,0.152
9431,0.068,0.0,0.108,0.616,0.208
9432,0.076,0.004,0.04,0.272,0.608
9433,0.568,0.0,0.012,0.26,0.16
9434,0.08,0.06,0.38,0.012,0.468
9435,0.208,0.0,0.02,0.148,0.624
9436,0.216,0.004,0.332,0.044,0.404
9437,0.02,0.072,0.1,0.0,0.808
9438,0.696,0.0,0.008,0.108,0.188
9439,0.6,0.0,0.008,0.32,0.072
9440,0.124,0.0,0.02,0.128,0.728
9441,0.0,0.008,0.024,0.0,0.968
9442,0.052,0.016,0.476,0.164,0.292
9443,0.684,0.0,0.0,0.024,0.292
9444,0.652,0.004,0.02,0.216,0.108
9445,0.072,0.0,0.052,0.244,0.632
9446,0.324,0.004,0.068,0.42,0.184
9447,0.528,0.0,0.048,0.176,0.248
9448,0.756,0.0,0.0,0.124,0.12
9449,0.028,0.0,0.004,0.02,0.948
9450,0.816,0.004,0.012,0.084,0.084
9451,0.604,0.004,0.02,0.032,0.34
9452,0.288,0.0,0.016,0.452,0.244
9453,0.288,0.0,0.088,0.352,0.272
9454,0.244,0.0,0.172,0.44,0.144
9455,0.628,0.0,0.0,0.244,0.128
9456,0.512,0.0,0.012,0.156,0.32
9457,0.008,0.008,0.112,0.004,0.868
9458,0.896,0.0,0.008,0.072,0.024
9459,0.192,0.004,0.22,0.316,0.268
9460,0.528,0.0,0.044,0.364,0.064
9461,0.052,0.0,0.116,0.544,0.288
9462,0.448,0.028,0.116,0.184,0.224
9463,0.388,0.008,0.02,0.472,0.112
9464,0.06,0.0,0.164,0.132,0.644
9465,0.944,0.0,0.0,0.016,0.04
9466,0.0,0.0,0.012,0.692,0.296
9467,0.484,0.0,0.012,0.308,0.196
9468,0.836,0.0,0.024,0.036,0.104
9469,0.084,0.008,0.112,0.476,0.32
9470,0.0,0.004,0.0,0.0,0.996
9471,0.4,0.0,0.036,0.1,0.464
9472,0.52,0.0,0.1,0.116,0.264
9473,0.244,0.0,0.032,0.54,0.184
9474,0.004,0.028,0.012,0.0,0.956
9475,0.272,0.016,0.096,0.036,0.58
9476,0.18,0.004,0.064,0.104,0.648
9477,0.36,0.0,0.092,0.224,0.324
9478,0.34,0.008,0.1,0.096,0.456
9479,0.328,0.0,0.024,0.164,0.484
9480,0.852,0.0,0.008,0.008,0.132
9481,0.0,0.008,0.0,0.0,0.992
9482,0.32,0.012,0.0,0.016,0.652
9483,0.248,0.0,0.104,0.532,0.116
9484,0.0,0.028,0.108,0.016,0.848
9485,0.064,0.004,0.14,0.644,0.148
9486,0.652,0.0,0.02,0.264,0.064
9487,0.908,0.0,0.008,0.012,0.072
9488,0.32,0.0,0.024,0.572,0.084
9489,0.076,0.0,0.0,0.0,0.924
9490,0.304,0.008,0.064,0.54,0.084
9491,0.408,0.0,0.036,0.068,0.488
9492,0.68,0.004,0.016,0.136,0.164
9493,0.552,0.0,0.012,0.36,0.076
9494,0.3,0.008,0.292,0.1,0.3
9495,0.516,0.0,0.08,0.284,0.12
9496,0.008,0.004,0.012,0.0,0.976
9497,0.28,0.016,0.048,0.044,0.612
9498,0.14,0.0,0.024,0.1,0.736
9499,0.78,0.0,0.0,0.14,0.08
9500,0.648,0.0,0.032,0.256,0.064
9501,0.112,0.056,0.036,0.052,0.744
9502,0.068,0.0,0.136,0.444,0.352
9503,0.028,0.0,0.064,0.028,0.88
9504,0.584,0.0,0.02,0.312,0.084
9505,0.82,0.0,0.004,0.096,0.08
9506,0.064,0.0,0.056,0.548,0.332
9507,0.248,0.0,0.016,0.42,0.316
9508,0.688,0.0,0.032,0.18,0.1
9509,0.016,0.016,0.036,0.008,0.924
9510,0.56,0.0,0.0,0.144,0.296
9511,0.14,0.12,0.016,0.012,0.712
9512,0.668,0.0,0.012,0.06,0.26
9513,0.256,0.004,0.024,0.396,0.32
9514,0.196,0.0,0.088,0.54,0.176
9515,0.376,0.004,0.008,0.528,0.084
9516,0.284,0.0,0.072,0.404,0.24
9517,0.008,0.008,0.056,0.0,0.928
9518,0.004,0.016,0.024,0.0,0.956
9519,0.364,0.02,0.08,0.36,0.176
9520,0.04,0.036,0.104,0.008,0.812
9521,0.06,0.0,0.096,0.448,0.396
9522,0.428,0.0,0.096,0.216,0.26
9523,0.256,0.0,0.124,0.48,0.14
9524,0.328,0.0,0.08,0.332,0.26
9525,0.672,0.0,0.016,0.212,0.1
9526,0.608,0.004,0.028,0.228,0.132
9527,0.856,0.0,0.016,0.028,0.1
9528,0.844,0.0,0.004,0.012,0.14
9529,0.276,0.0,0.028,0.488,0.208
9530,0.088,0.0,0.136,0.6,0.176
9531,0.612,0.0,0.004,0.012,0.372
9532,0.48,0.0,0.02,0.272,0.228
9533,0.828,0.0,0.028,0.028,0.116
9534,0.0,0.012,0.076,0.004,0.908
9535,0.312,0.0,0.032,0.5,0.156
9536,0.744,0.0,0.032,0.112,0.112
9537,0.104,0.028,0.336,0.052,0.48
9538,0.224,0.004,0.056,0.376,0.34
9539,0.28,0.0,0.112,0.536,0.072
9540,0.592,0.0,0.008,0.296,0.104
9541,0.032,0.012,0.516,0.052,0.388
9542,0.528,0.0,0.064,0.328,0.08
9543,0.796,0.0,0.0,0.0,0.204
9544,0.068,0.008,0.028,0.048,0.848
9545,0.012,0.0,0.04,0.0,0.948
9546,0.456,0.004,0.18,0.18,0.18
9547,0.384,0.0,0.024,0.328,0.264
9548,0.552,0.0,0.048,0.164,0.236
9549,0.816,0.008,0.0,0.008,0.168
9550,0.772,0.0,0.0,0.164,0.064
9551,0.0,0.068,0.204,0.0,0.728
9552,0.084,0.0,0.148,0.56,0.208
9553,0.424,0.0,0.056,0.372,0.148
9554,0.644,0.0,0.02,0.048,0.288
9555,0.0,0.004,0.032,0.0,0.964
9556,0.248,0.004,0.04,0.54,0.168
9557,0.68,0.0,0.016,0.172,0.132
9558,0.004,0.02,0.148,0.012,0.816
9559,0.42,0.0,0.14,0.296,0.144
9560,0.188,0.0,0.072,0.376,0.364
9561,0.768,0.0,0.008,0.14,0.084
9562,0.0,0.004,0.004,0.02,0.972
9563,0.088,0.044,0.18,0.24,0.448
9564,0.004,0.008,0.04,0.0,0.948
9565,0.952,0.0,0.0,0.016,0.032
9566,0.016,0.008,0.016,0.0,0.96
9567,0.336,0.0,0.036,0.476,0.152
9568,0.256,0.0,0.124,0.46,0.16
9569,0.376,0.004,0.108,0.272,0.24
9570,0.012,0.036,0.096,0.004,0.852
9571,0.636,0.0,0.008,0.032,0.324
9572,0.752,0.0,0.0,0.136,0.112
9573,0.444,0.008,0.032,0.38,0.136
9574,0.552,0.0,0.008,0.312,0.128
9575,0.556,0.0,0.012,0.34,0.092
9576,0.004,0.008,0.068,0.0,0.92
9577,0.784,0.012,0.012,0.06,0.132
9578,0.24,0.0,0.012,0.064,0.684
9579,0.124,0.02,0.112,0.036,0.708
9580,0.008,0.076,0.116,0.0,0.8
9581,0.568,0.0,0.016,0.276,0.14
9582,0.836,0.0,0.0,0.004,0.16
9583,0.932,0.0,0.0,0.02,0.048
9584,0.0,0.0,0.02,0.0,0.98
9585,0.82,0.0,0.004,0.112,0.064
9586,0.764,0.012,0.012,0.124,0.088
9587,0.82,0.008,0.004,0.084,0.084
9588,0.012,0.012,0.012,0.0,0.964
9589,0.64,0.0,0.016,0.276,0.068
9590,0.56,0.0,0.028,0.364,0.048
9591,0.044,0.024,0.24,0.004,0.688
9592,0.788,0.0,0.0,0.124,0.088
9593,0.656,0.0,0.024,0.02,0.3
9594,0.508,0.004,0.056,0.032,0.4
9595,0.004,0.004,0.016,0.0,0.976
9596,0.712,0.0,0.012,0.02,0.256
9597,0.832,0.0,0.0,0.048,0.12
9598,0.948,0.004,0.004,0.008,0.036
9599,0.924,0.0,0.0,0.012,0.064
9600,0.7,0.0,0.016,0.252,0.032
9601,0.892,0.0,0.0,0.036,0.072
9602,0.0,0.0,0.0,0.004,0.996
9603,0.116,0.036,0.036,0.012,0.8
9604,0.668,0.0,0.0,0.196,0.136
9605,0.504,0.016,0.024,0.14,0.316
9606,0.588,0.004,0.008,0.112,0.288
9607,0.476,0.0,0.028,0.412,0.084
9608,0.008,0.0,0.016,0.0,0.976
9609,0.68,0.008,0.008,0.012,0.292
9610,0.42,0.0,0.032,0.348,0.2
9611,0.568,0.0,0.048,0.284,0.1
9612,0.744,0.004,0.116,0.028,0.108
9613,0.0,0.0,0.0,0.0,1.0
9614,0.868,0.0,0.0,0.068,0.064
9615,0.592,0.0,0.012,0.236,0.16
9616,0.364,0.004,0.036,0.372,0.224
9617,0.316,0.004,0.096,0.116,0.468
9618,0.196,0.016,0.024,0.008,0.756
9619,0.5,0.0,0.112,0.192,0.196
9620,0.732,0.0,0.02,0.196,0.052
9621,0.516,0.0,0.004,0.396,0.084
9622,0.052,0.004,0.048,0.188,0.708
9623,0.748,0.0,0.0,0.152,0.1
9624,0.44,0.0,0.008,0.488,0.064
9625,0.14,0.0,0.064,0.652,0.144
9626,0.88,0.0,0.008,0.012,0.1
9627,0.452,0.0,0.06,0.364,0.124
9628,0.78,0.0,0.0,0.152,0.068
9629,0.596,0.0,0.032,0.296,0.076
9630,0.404,0.008,0.076,0.036,0.476
9631,0.42,0.008,0.028,0.008,0.536
9632,0.564,0.0,0.028,0.26,0.148
9633,0.572,0.0,0.008,0.192,0.228
9634,0.016,0.008,0.048,0.004,0.924
9635,0.652,0.0,0.016,0.004,0.328
9636,0.86,0.0,0.0,0.088,0.052
9637,0.436,0.0,0.092,0.368,0.104
9638,0.192,0.0,0.02,0.204,0.584
9639,0.8,0.0,0.024,0.02,0.156
9640,0.232,0.004,0.048,0.472,0.244
9641,0.056,0.0,0.24,0.548,0.156
9642,0.296,0.0,0.012,0.14,0.552
9643,0.344,0.0,0.012,0.016,0.628
9644,0.584,0.0,0.008,0.152,0.256
9645,0.256,0.0,0.016,0.324,0.404
9646,0.384,0.008,0.052,0.352,0.204
9647,0.668,0.0,0.004,0.088,0.24
9648,0.632,0.016,0.012,0.14,0.2
9649,0.864,0.004,0.092,0.004,0.036
9650,0.82,0.0,0.0,0.104,0.076
9651,0.076,0.0,0.112,0.388,0.424
9652,0.352,0.0,0.056,0.352,0.24
9653,0.192,0.0,0.04,0.032,0.736
9654,0.444,0.0,0.0,0.12,0.436
9655,0.316,0.02,0.008,0.172,0.484
9656,0.348,0.0,0.072,0.436,0.144
9657,0.336,0.008,0.052,0.436,0.168
9658,0.648,0.004,0.02,0.024,0.304
9659,0.74,0.0,0.004,0.04,0.216
9660,0.528,0.0,0.016,0.236,0.22
9661,0.572,0.0,0.024,0.248,0.156
9662,0.212,0.008,0.008,0.172,0.6
9663,0.048,0.004,0.152,0.012,0.784
9664,0.74,0.004,0.02,0.116,0.12
9665,0.008,0.052,0.176,0.0,0.764
9666,0.696,0.0,0.004,0.12,0.18
9667,0.0,0.1,0.016,0.0,0.884
9668,0.304,0.0,0.04,0.524,0.132
9669,0.0,0.004,0.048,0.0,0.948
9670,0.652,0.0,0.008,0.212,0.128
9671,0.256,0.0,0.088,0.268,0.388
9672,0.44,0.0,0.012,0.464,0.084
9673,0.596,0.0,0.028,0.148,0.228
9674,0.284,0.0,0.048,0.452,0.216
9675,0.46,0.0,0.024,0.172,0.344
9676,0.168,0.0,0.044,0.62,0.168
9677,0.0,0.0,0.0,0.0,1.0
9678,0.584,0.004,0.044,0.172,0.196
9679,0.564,0.008,0.008,0.068,0.352
9680,0.992,0.0,0.0,0.004,0.004
9681,0.584,0.0,0.008,0.32,0.088
9682,0.556,0.032,0.02,0.092,0.3
9683,0.596,0.012,0.032,0.288,0.072
9684,0.02,0.016,0.348,0.016,0.6
9685,0.512,0.008,0.08,0.248,0.152
9686,0.464,0.0,0.024,0.312,0.2
9687,0.436,0.0,0.012,0.324,0.228
9688,0.612,0.0,0.012,0.308,0.068
9689,0.0,0.0,0.036,0.0,0.964
9690,0.024,0.0,0.004,0.036,0.936
9691,0.196,0.0,0.004,0.032,0.768
9692,0.288,0.0,0.056,0.464,0.192
9693,0.664,0.0,0.0,0.208,0.128
9694,0.0,0.0,0.012,0.0,0.988
9695,0.116,0.0,0.0,0.0,0.884
9696,0.712,0.008,0.008,0.012,0.26
9697,0.452,0.02,0.096,0.024,0.408
9698,0.472,0.0,0.02,0.248,0.26
9699,0.132,0.0,0.18,0.38,0.308
9700,0.752,0.004,0.008,0.192,0.044
9701,0.412,0.0,0.108,0.404,0.076
9702,0.336,0.004,0.052,0.352,0.256
9703,0.852,0.0,0.008,0.032,0.108
9704,0.12,0.028,0.232,0.08,0.54
9705,0.012,0.028,0.252,0.012,0.696
9706,0.432,0.004,0.012,0.288,0.264
9707,0.0,0.0,0.008,0.0,0.992
9708,0.164,0.0,0.012,0.008,0.816
9709,0.508,0.0,0.028,0.192,0.272
9710,0.548,0.008,0.016,0.172,0.256
9711,0.656,0.008,0.04,0.104,0.192
9712,0.308,0.0,0.076,0.34,0.276
9713,0.58,0.0,0.028,0.3,0.092
9714,0.508,0.0,0.056,0.376,0.06
9715,0.76,0.0,0.004,0.136,0.1
9716,0.352,0.0,0.032,0.324,0.292
9717,0.376,0.012,0.12,0.108,0.384
9718,0.948,0.0,0.0,0.004,0.048
9719,0.784,0.0,0.0,0.04,0.176
9720,0.16,0.0,0.048,0.624,0.168
9721,0.492,0.0,0.056,0.192,0.26
9722,0.492,0.008,0.004,0.4,0.096
9723,0.816,0.004,0.004,0.116,0.06
9724,0.36,0.0,0.012,0.48,0.148
9725,0.004,0.0,0.0,0.0,0.996
9726,0.008,0.052,0.02,0.0,0.92
9727,0.884,0.016,0.004,0.02,0.076
9728,0.004,0.012,0.012,0.0,0.972
9729,0.38,0.0,0.096,0.284,0.24
9730,0.572,0.0,0.012,0.176,0.24
9731,0.42,0.0,0.036,0.492,0.052
9732,0.04,0.0,0.12,0.54,0.3
9733,0.516,0.004,0.108,0.008,0.364
9734,0.528,0.0,0.008,0.176,0.288
9735,0.012,0.004,0.116,0.012,0.856
9736,0.124,0.004,0.024,0.088,0.76
9737,0.28,0.032,0.324,0.028,0.336
9738,0.068,0.016,0.172,0.012,0.732
9739,0.972,0.0,0.0,0.028,0.0
9740,0.0,0.0,0.0,0.0,1.0
9741,0.372,0.012,0.012,0.464,0.14
9742,0.472,0.0,0.028,0.368,0.132
9743,0.664,0.0,0.008,0.292,0.036
9744,0.472,0.0,0.02,0.12,0.388
9745,0.896,0.0,0.0,0.048,0.056
9746,0.5,0.0,0.04,0.308,0.152
9747,0.056,0.012,0.296,0.008,0.628
9748,0.236,0.0,0.048,0.592,0.124
9749,0.732,0.0,0.024,0.008,0.236
9750,0.252,0.012,0.016,0.336,0.384
9751,0.58,0.004,0.02,0.084,0.312
9752,0.712,0.0,0.008,0.044,0.236
9753,0.0,0.004,0.008,0.0,0.988
9754,0.472,0.0,0.024,0.164,0.34
9755,0.236,0.004,0.152,0.396,0.212
9756,0.852,0.0,0.008,0.008,0.132
9757,0.424,0.0,0.04,0.376,0.16
9758,0.86,0.0,0.0,0.016,0.124
9759,0.664,0.0,0.068,0.16,0.108
9760,0.248,0.0,0.104,0.492,0.156
9761,0.6,0.004,0.016,0.296,0.084
9762,0.0,0.0,0.012,0.0,0.988
9763,0.864,0.0,0.012,0.04,0.084
9764,0.52,0.0,0.012,0.02,0.448
9765,0.368,0.0,0.016,0.304,0.312
9766,0.432,0.004,0.084,0.204,0.276
9767,0.564,0.004,0.004,0.372,0.056
9768,0.36,0.0,0.028,0.376,0.236
9769,0.248,0.004,0.076,0.464,0.208
9770,0.36,0.0,0.028,0.504,0.108
9771,0.232,0.008,0.036,0.004,0.72
9772,0.468,0.0,0.032,0.312,0.188
9773,0.356,0.004,0.032,0.152,0.456
9774,0.076,0.008,0.028,0.064,0.824
9775,0.484,0.004,0.008,0.464,0.04
9776,0.584,0.0,0.004,0.352,0.06
9777,0.072,0.012,0.472,0.048,0.396
9778,0.628,0.004,0.008,0.276,0.084
9779,0.96,0.0,0.0,0.02,0.02
9780,0.004,0.032,0.124,0.0,0.84
9781,0.212,0.004,0.004,0.004,0.776
9782,0.008,0.016,0.024,0.0,0.952
9783,0.232,0.008,0.052,0.212,0.496
9784,0.116,0.004,0.108,0.452,0.32
9785,0.748,0.004,0.044,0.0,0.204
9786,0.612,0.0,0.068,0.172,0.148
9787,0.012,0.012,0.204,0.012,0.76
9788,0.032,0.008,0.3,0.024,0.636
9789,0.0,0.0,0.0,0.0,1.0
9790,0.128,0.0,0.12,0.628,0.124
9791,0.652,0.004,0.016,0.12,0.208
9792,0.54,0.012,0.048,0.176,0.224
9793,0.308,0.004,0.012,0.416,0.26
9794,0.504,0.004,0.008,0.224,0.26
9795,0.536,0.0,0.044,0.108,0.312
9796,0.172,0.004,0.128,0.424,0.272
9797,0.524,0.0,0.028,0.26,0.188
9798,0.612,0.0,0.008,0.208,0.172
9799,0.788,0.0,0.004,0.04,0.168
9800,0.484,0.0,0.008,0.14,0.368
9801,0.172,0.0,0.064,0.52,0.244
9802,0.828,0.0,0.024,0.084,0.064
9803,0.004,0.004,0.064,0.0,0.928
9804,0.336,0.0,0.036,0.54,0.088
9805,0.1,0.004,0.42,0.056,0.42
9806,0.224,0.004,0.168,0.432,0.172
9807,0.0,0.0,0.02,0.0,0.98
9808,0.768,0.0,0.012,0.192,0.028
9809,0.288,0.0,0.024,0.596,0.092
9810,0.004,0.0,0.012,0.0,0.984
9811,0.056,0.004,0.116,0.336,0.488
9812,0.384,0.0,0.028,0.124,0.464
9813,0.26,0.04,0.048,0.004,0.648
9814,0.02,0.004,0.1,0.028,0.848
9815,0.584,0.0,0.016,0.312,0.088
9816,0.424,0.0,0.1,0.292,0.184
9817,0.872,0.0,0.024,0.048,0.056
9818,0.848,0.0,0.012,0.012,0.128
9819,0.096,0.0,0.068,0.304,0.532
9820,0.968,0.004,0.004,0.0,0.024
9821,0.3,0.012,0.044,0.092,0.552
9822,0.608,0.0,0.008,0.148,0.236
9823,0.308,0.004,0.032,0.504,0.152
9824,0.088,0.0,0.328,0.232,0.352
9825,0.504,0.0,0.028,0.372,0.096
9826,0.368,0.004,0.08,0.34,0.208
9827,0.724,0.004,0.0,0.044,0.228
9828,0.56,0.0,0.012,0.124,0.304
9829,0.44,0.0,0.068,0.424,0.068
9830,0.6,0.0,0.02,0.188,0.192
9831,0.584,0.0,0.072,0.196,0.148
9832,0.044,0.012,0.072,0.008,0.864
9833,0.756,0.0,0.012,0.124,0.108
9834,0.78,0.008,0.004,0.024,0.184
9835,0.88,0.0,0.012,0.0,0.108
9836,0.824,0.0,0.004,0.024,0.148
9837,0.476,0.0,0.0,0.136,0.388
9838,0.176,0.004,0.076,0.384,0.36
9839,0.864,0.0,0.004,0.04,0.092
9840,0.528,0.016,0.14,0.16,0.156
9841,0.672,0.0,0.056,0.032,0.24
9842,0.756,0.0,0.044,0.024,0.176
9843,0.86,0.0,0.044,0.004,0.092
9844,0.476,0.0,0.024,0.44,0.06
9845,0.26,0.048,0.1,0.012,0.58
9846,0.004,0.004,0.056,0.0,0.936
9847,0.392,0.0,0.004,0.528,0.076
9848,0.092,0.008,0.192,0.076,0.632
9849,0.388,0.0,0.012,0.144,0.456
9850,0.024,0.0,0.04,0.008,0.928
9851,0.048,0.012,0.092,0.028,0.82
9852,0.36,0.0,0.032,0.144,0.464
9853,0.824,0.0,0.024,0.06,0.092
9854,0.652,0.0,0.016,0.252,0.08
9855,0.388,0.0,0.04,0.516,0.056
9856,0.164,0.02,0.068,0.228,0.52
9857,0.8,0.0,0.0,0.092,0.108
9858,0.368,0.0,0.0,0.08,0.552
9859,0.504,0.0,0.028,0.388,0.08
9860,0.336,0.0,0.02,0.216,0.428
9861,0.484,0.0,0.032,0.28,0.204
9862,0.0,0.004,0.024,0.0,0.972
9863,0.42,0.008,0.032,0.392,0.148
9864,0.536,0.004,0.02,0.26,0.18
9865,0.02,0.008,0.024,0.004,0.944
9866,0.292,0.0,0.044,0.412,0.252
9867,0.628,0.008,0.068,0.012,0.284
9868,0.324,0.0,0.104,0.436,0.136
9869,0.552,0.0,0.016,0.14,0.292
9870,0.896,0.004,0.004,0.068,0.028
9871,0.0,0.0,0.012,0.0,0.988
9872,0.828,0.0,0.004,0.08,0.088
9873,0.796,0.0,0.0,0.008,0.196
9874,0.936,0.0,0.0,0.04,0.024
9875,0.756,0.0,0.004,0.036,0.204
9876,0.0,0.004,0.016,0.004,0.976
